Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Region,Product ID,Sub-Category,Sales,Discount,Profit,is_profitable,Order_Year,Order_Month,Order_DayOfWeek,Order_Quarter,Is_EndOfYear,Delivery_Days,DayOfWeek_sin,DayOfWeek_cos,Month_sin,Month_cos,Quarter_sin,Quarter_cos,State_Avg_Sales,Category_Avg_Sales,High_Discount
2017-03-19,2017-03-22,Second Class,SA-20830,Consumer,Fresno,California,West,FUR-FU-10001185,Furnishings,30.93,0.0,12.6813,1,2017,3,6,1,0,3,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,333.32167002881846,98.45908322663252,0
2014-10-18,2014-10-22,Standard Class,LS-17200,Corporate,Texarkana,Arkansas,South,FUR-CH-10004626,Chairs,605.34,0.0,145.2816,1,2014,10,5,4,0,4,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,354.1722222222222,610.1385110497238,0
2017-08-22,2017-08-23,First Class,TM-21490,Consumer,San Francisco,California,West,FUR-TA-10001768,Tables,210.008,0.2,2.6251,1,2017,8,1,3,0,1,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,333.32167002881846,885.8187105263157,0
2014-09-20,2014-09-24,Standard Class,DN-13690,Consumer,Columbia,Maryland,East,FUR-FU-10004952,Furnishings,164.22,0.0,50.9082,1,2014,9,5,3,0,4,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,321.5173076923077,98.45908322663252,0
2014-09-20,2014-09-24,Standard Class,DN-13690,Consumer,Columbia,Maryland,East,FUR-BO-10001337,Bookcases,362.94,0.0,36.294,1,2014,9,5,3,0,4,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,321.5173076923077,567.2388333333333,0
2016-08-02,2016-08-04,Second Class,BF-11020,Corporate,Los Angeles,California,West,FUR-TA-10001691,Tables,136.464,0.2,15.3522,1,2016,8,1,3,0,2,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,333.32167002881846,885.8187105263157,0
2017-09-11,2017-09-11,Same Day,CB-12025,Consumer,San Francisco,California,West,FUR-FU-10000260,Furnishings,32.36,0.0,11.6496,1,2017,9,0,3,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,333.32167002881846,98.45908322663252,0
2017-01-16,2017-01-16,Same Day,JO-15145,Corporate,Los Angeles,California,West,FUR-FU-10001487,Furnishings,27.92,0.0,8.0968,1,2017,1,0,1,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,333.32167002881846,98.45908322663252,0
2015-11-07,2015-11-09,Second Class,SV-20785,Consumer,Burlington,Vermont,East,FUR-CH-10000595,Chairs,715.2,0.0,178.8,1,2015,11,5,4,0,2,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,2560.0499999999997,610.1385110497238,0
2015-09-05,2015-09-10,Standard Class,SP-20860,Corporate,Rochester,Minnesota,Central,FUR-FU-10001706,Furnishings,6.16,0.0,2.9568,1,2015,9,5,3,0,5,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,585.4884615384616,98.45908322663252,0
2017-07-27,2017-07-31,Standard Class,TM-21490,Consumer,Yonkers,New York,East,FUR-FU-10004018,Furnishings,14.89,0.0,4.0203,1,2017,7,3,3,0,4,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,353.64750793650796,98.45908322663252,0
2016-05-30,2016-06-03,Standard Class,AH-10690,Corporate,Springfield,Virginia,South,FUR-TA-10002645,Tables,2275.5,0.0,386.835,1,2016,5,0,2,0,4,0.0,1.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,486.9605769230769,885.8187105263157,0
2016-02-21,2016-02-26,Standard Class,BV-11245,Corporate,Oceanside,New York,East,FUR-FU-10000629,Furnishings,68.95,0.0,28.959,1,2016,2,6,1,0,5,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,353.64750793650796,98.45908322663252,0
2017-04-30,2017-05-05,Standard Class,DJ-13510,Corporate,San Francisco,California,West,FUR-FU-10000222,Furnishings,64.96,0.0,21.4368,1,2017,4,6,2,0,5,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,333.32167002881846,98.45908322663252,0
2016-05-02,2016-05-08,Standard Class,DL-12865,Consumer,Greensboro,North Carolina,South,FUR-CH-10002304,Chairs,187.056,0.2,11.691,1,2016,5,0,2,0,6,0.0,1.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,136.1914074074074,610.1385110497238,0
2017-10-02,2017-10-05,First Class,Dp-13240,Home Office,Knoxville,Tennessee,South,FUR-FU-10002364,Furnishings,11.808,0.2,1.3284,1,2017,10,0,4,0,3,0.0,1.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,175.9742857142857,98.45908322663252,0
2017-10-02,2017-10-05,First Class,Dp-13240,Home Office,Knoxville,Tennessee,South,FUR-FU-10004864,Furnishings,9.656,0.2,1.5691,1,2017,10,0,4,0,3,0.0,1.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,175.9742857142857,98.45908322663252,0
2017-10-02,2017-10-05,First Class,Dp-13240,Home Office,Knoxville,Tennessee,South,FUR-FU-10003691,Furnishings,19.76,0.2,5.928,1,2017,10,0,4,0,3,0.0,1.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,175.9742857142857,98.45908322663252,0
2015-12-04,2015-12-09,Standard Class,TZ-21580,Consumer,Lakewood,California,West,FUR-FU-10004270,Furnishings,25.08,0.0,9.0288,1,2015,12,4,4,1,5,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,333.32167002881846,98.45908322663252,0
2016-09-04,2016-09-08,Standard Class,CV-12295,Consumer,New York City,New York,East,FUR-FU-10004748,Furnishings,63.94,0.0,24.9366,1,2016,9,6,3,0,4,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,353.64750793650796,98.45908322663252,0
2014-08-26,2014-09-01,Standard Class,KB-16315,Consumer,Newark,Delaware,East,FUR-FU-10001731,Furnishings,10.68,0.0,4.0584,1,2014,8,1,3,0,6,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,265.565,98.45908322663252,0
2014-05-13,2014-05-19,Standard Class,AH-10030,Corporate,Los Angeles,California,West,FUR-CH-10002439,Chairs,279.456,0.2,20.9592,1,2014,5,1,2,0,6,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,333.32167002881846,610.1385110497238,0
2016-12-29,2017-01-02,Standard Class,CD-11920,Consumer,Wichita,Kansas,Central,FUR-FU-10000672,Furnishings,70.56,0.0,23.9904,1,2016,12,3,4,1,4,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,55.56,98.45908322663252,0
2017-04-08,2017-04-12,Standard Class,NH-18610,Corporate,Oak Park,Michigan,Central,FUR-FU-10004665,Furnishings,273.96,0.0,71.2296,1,2017,4,5,2,0,4,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,446.42199999999997,98.45908322663252,0
2017-04-08,2017-04-12,Standard Class,NH-18610,Corporate,Oak Park,Michigan,Central,FUR-FU-10004188,Furnishings,306.9,0.0,79.794,1,2017,4,5,2,0,4,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,446.42199999999997,98.45908322663252,0
2014-11-19,2014-11-25,Standard Class,GR-14560,Corporate,Wilmington,Delaware,East,FUR-BO-10000362,Bookcases,1025.88,0.0,235.9524,1,2014,11,2,4,0,6,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,265.565,567.2388333333333,0
2016-09-24,2016-09-24,Same Day,EB-13750,Corporate,San Francisco,California,West,FUR-FU-10002501,Furnishings,63.2,0.0,23.384,1,2016,9,5,3,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,333.32167002881846,98.45908322663252,0
2016-04-09,2016-04-14,Standard Class,HF-14995,Consumer,Los Angeles,California,West,FUR-BO-10001798,Bookcases,556.665,0.15,6.549,1,2016,4,5,2,0,5,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,333.32167002881846,567.2388333333333,0
2016-12-03,2016-12-06,First Class,NM-18520,Consumer,Los Angeles,California,West,FUR-FU-10001085,Furnishings,111.9,0.0,51.474,1,2016,12,5,4,1,3,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,333.32167002881846,98.45908322663252,0
2016-06-14,2016-06-14,Same Day,MH-17290,Home Office,Los Angeles,California,West,FUR-BO-10004218,Bookcases,599.165,0.15,35.245,1,2016,6,1,2,0,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,333.32167002881846,567.2388333333333,0
2014-09-05,2014-09-07,First Class,PR-18880,Consumer,Saint Petersburg,Florida,South,FUR-FU-10001967,Furnishings,31.984,0.2,1.999,1,2014,9,4,3,0,2,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,157.69615384615386,98.45908322663252,0
2014-07-05,2014-07-08,First Class,DM-13525,Corporate,Palm Coast,Florida,South,FUR-FU-10001591,Furnishings,19.52,0.2,5.368,1,2014,7,5,3,0,3,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,157.69615384615386,98.45908322663252,0
2014-07-05,2014-07-08,First Class,DM-13525,Corporate,Palm Coast,Florida,South,FUR-FU-10003192,Furnishings,213.216,0.2,15.9912,1,2014,7,5,3,0,3,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,157.69615384615386,98.45908322663252,0
2014-09-12,2014-09-19,Standard Class,TA-21385,Home Office,Olathe,Kansas,Central,FUR-FU-10003464,Furnishings,40.56,0.0,12.9792,1,2014,9,4,3,0,7,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,55.56,98.45908322663252,0
2017-12-29,2018-01-02,Standard Class,BS-11755,Consumer,Edmonds,Washington,West,FUR-FU-10004093,Furnishings,68.46,0.0,20.538,1,2017,12,4,4,1,4,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,435.3106534653465,98.45908322663252,0
2017-09-04,2017-09-06,Second Class,PK-19075,Consumer,San Francisco,California,West,FUR-TA-10001771,Tables,1478.272,0.2,92.392,1,2017,9,0,3,0,2,0.0,1.0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,333.32167002881846,885.8187105263157,0
2017-09-28,2017-10-04,Standard Class,BD-11725,Consumer,Los Angeles,California,West,FUR-FU-10001706,Furnishings,9.24,0.0,4.4352,1,2017,9,3,3,0,6,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,333.32167002881846,98.45908322663252,0
2016-06-09,2016-06-14,Standard Class,DB-13210,Consumer,San Francisco,California,West,FUR-CH-10002774,Chairs,122.352,0.2,13.7646,1,2016,6,3,2,0,5,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,333.32167002881846,610.1385110497238,0
2014-09-26,2014-09-27,First Class,KF-16285,Home Office,San Diego,California,West,FUR-CH-10000454,Chairs,585.552,0.2,73.194,1,2014,9,4,3,0,1,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,333.32167002881846,610.1385110497238,0
2017-12-19,2017-12-23,Standard Class,TS-21505,Consumer,Parker,Colorado,West,FUR-FU-10000320,Furnishings,13.36,0.2,4.008,1,2017,12,1,4,1,4,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,248.28575,98.45908322663252,0
2017-07-15,2017-07-18,Second Class,MM-18055,Consumer,New York City,New York,East,FUR-CH-10002084,Chairs,664.146,0.1,88.5528,1,2017,7,5,3,0,3,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,353.64750793650796,610.1385110497238,0
2017-11-02,2017-11-06,Standard Class,TH-21115,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10001847,Furnishings,3.312,0.2,0.6624,1,2017,11,3,4,0,4,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,76.22222222222223,98.45908322663252,0
2015-10-08,2015-10-12,Standard Class,MB-17305,Consumer,San Francisco,California,West,FUR-FU-10001588,Furnishings,145.9,0.0,62.737,1,2015,10,3,4,0,4,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,333.32167002881846,98.45908322663252,0
2017-12-04,2017-12-09,Standard Class,MS-17980,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10004093,Furnishings,54.768,0.2,6.846,1,2017,12,0,4,1,5,0.0,1.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,76.22222222222223,98.45908322663252,0
2017-09-07,2017-09-08,First Class,JM-16195,Consumer,Draper,Utah,West,FUR-FU-10002396,Furnishings,25.16,0.0,10.5672,1,2017,9,3,3,0,1,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,688.907142857143,98.45908322663252,0
2017-10-02,2017-10-06,Second Class,JW-15220,Corporate,Montgomery,Alabama,South,FUR-FU-10002963,Furnishings,10.16,0.0,3.4544,1,2017,10,0,4,0,4,0.0,1.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,575.6800000000001,98.45908322663252,0
2015-12-14,2015-12-18,Standard Class,KD-16495,Corporate,Jackson,Mississippi,South,FUR-FU-10003829,Furnishings,6.16,0.0,1.9712,1,2015,12,0,4,1,4,0.0,1.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,479.7611111111112,98.45908322663252,0
2016-12-12,2016-12-16,Standard Class,RF-19840,Consumer,Pasadena,California,West,FUR-FU-10004864,Furnishings,383.64,0.0,122.7648,1,2016,12,0,4,1,4,0.0,1.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,333.32167002881846,98.45908322663252,0
2017-10-04,2017-10-08,Standard Class,PS-18970,Home Office,Clinton,Maryland,East,FUR-FU-10000076,Furnishings,19.98,0.0,8.5914,1,2017,10,2,4,0,4,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,321.5173076923077,98.45908322663252,0
2014-12-15,2014-12-19,Second Class,JO-15280,Consumer,San Diego,California,West,FUR-FU-10003829,Furnishings,6.16,0.0,1.9712,1,2014,12,0,4,1,4,0.0,1.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,333.32167002881846,98.45908322663252,0
2014-10-13,2014-10-18,Second Class,ML-17395,Corporate,Lakewood,New Jersey,East,FUR-CH-10002880,Chairs,245.98,0.0,27.0578,1,2014,10,0,4,0,5,0.0,1.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,245.36458333333334,610.1385110497238,0
2016-09-20,2016-09-25,Standard Class,FM-14215,Corporate,Greensboro,North Carolina,South,FUR-FU-10001546,Furnishings,17.088,0.2,1.068,1,2016,9,1,3,0,5,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,136.1914074074074,98.45908322663252,0
2017-06-30,2017-07-04,Standard Class,DV-13045,Corporate,Memphis,Tennessee,South,FUR-FU-10001591,Furnishings,19.52,0.2,5.368,1,2017,6,4,2,0,4,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,175.9742857142857,98.45908322663252,0
2016-09-25,2016-09-30,Standard Class,SC-20695,Corporate,La Crosse,Wisconsin,Central,FUR-CH-10004218,Chairs,201.96,0.0,50.49,1,2016,9,6,3,0,5,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,539.2690625,610.1385110497238,0
2016-09-25,2016-09-30,Standard Class,SC-20695,Corporate,La Crosse,Wisconsin,Central,FUR-FU-10000755,Furnishings,68.64,0.0,17.16,1,2016,9,6,3,0,5,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,539.2690625,98.45908322663252,0
2014-09-29,2014-10-01,Second Class,PP-18955,Home Office,Seattle,Washington,West,FUR-FU-10001706,Furnishings,6.16,0.0,2.9568,1,2014,9,0,3,0,2,0.0,1.0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,435.3106534653465,98.45908322663252,0
2014-09-29,2014-10-01,Second Class,PP-18955,Home Office,Seattle,Washington,West,FUR-TA-10002958,Tables,2348.82,0.0,399.2994,1,2014,9,0,3,0,2,0.0,1.0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,435.3106534653465,885.8187105263157,0
2014-02-11,2014-02-15,Standard Class,NF-18385,Consumer,Chesapeake,Virginia,South,FUR-TA-10003715,Tables,1256.22,0.0,75.3732,1,2014,2,1,1,0,4,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,486.9605769230769,885.8187105263157,0
2017-03-26,2017-04-02,Standard Class,ML-18040,Corporate,Dearborn,Michigan,Central,FUR-FU-10004245,Furnishings,60.84,0.0,23.1192,1,2017,3,6,1,0,7,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,446.42199999999997,98.45908322663252,0
2014-12-21,2014-12-27,Standard Class,GM-14440,Consumer,San Diego,California,West,FUR-CH-10004287,Chairs,1325.76,0.2,149.148,1,2014,12,6,4,1,6,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,333.32167002881846,610.1385110497238,0
2014-12-21,2014-12-27,Standard Class,GM-14440,Consumer,San Diego,California,West,FUR-CH-10000595,Chairs,572.16,0.2,35.76,1,2014,12,6,4,1,6,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,333.32167002881846,610.1385110497238,0
2016-04-01,2016-04-05,Second Class,DB-12910,Home Office,Columbus,Georgia,South,FUR-FU-10003274,Furnishings,7.04,0.0,3.0976,1,2016,4,4,2,0,4,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,260.04625,98.45908322663252,0
2017-04-14,2017-04-19,Standard Class,HM-14860,Corporate,Morristown,New Jersey,East,FUR-FU-10004018,Furnishings,74.45,0.0,20.1015,1,2017,4,4,2,0,5,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,245.36458333333334,98.45908322663252,0
2015-01-04,2015-01-09,Standard Class,AG-10495,Corporate,Alexandria,Virginia,South,FUR-FU-10001473,Furnishings,192.22,0.0,69.1992,1,2015,1,6,1,0,5,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,486.9605769230769,98.45908322663252,0
2017-07-17,2017-07-19,Second Class,AJ-10795,Corporate,Apple Valley,California,West,FUR-BO-10002613,Bookcases,1194.165,0.15,210.735,1,2017,7,0,3,0,2,0.0,1.0,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,333.32167002881846,567.2388333333333,0
2016-09-24,2016-10-01,Standard Class,CL-12700,Home Office,Aurora,Colorado,West,FUR-FU-10002671,Furnishings,21.44,0.2,7.504,1,2016,9,5,3,0,7,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,248.28575,98.45908322663252,0
2015-06-09,2015-06-11,Second Class,TG-21640,Consumer,Pocatello,Idaho,West,FUR-FU-10003192,Furnishings,355.36,0.0,92.3936,1,2015,6,1,2,0,2,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,432.58033333333333,98.45908322663252,0
2014-07-28,2014-07-28,Same Day,CK-12205,Consumer,Apopka,Florida,South,FUR-FU-10003623,Furnishings,129.888,0.2,12.9888,1,2014,7,0,3,0,0,0.0,1.0,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,157.69615384615386,98.45908322663252,0
2015-12-10,2015-12-16,Standard Class,KM-16225,Corporate,Baltimore,Maryland,East,FUR-CH-10000785,Chairs,542.94,0.0,141.1644,1,2015,12,3,4,1,6,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,321.5173076923077,610.1385110497238,0
2015-05-08,2015-05-15,Standard Class,NW-18400,Consumer,New York City,New York,East,FUR-FU-10001095,Furnishings,79.44,0.0,30.1872,1,2015,5,4,2,0,7,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,353.64750793650796,98.45908322663252,0
2015-05-08,2015-05-15,Standard Class,NW-18400,Consumer,New York City,New York,East,FUR-CH-10002647,Chairs,127.764,0.1,21.294,1,2015,5,4,2,0,7,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,353.64750793650796,610.1385110497238,0
2017-12-08,2017-12-13,Standard Class,JP-15520,Consumer,Madison,Wisconsin,Central,FUR-BO-10003159,Bookcases,459.92,0.0,41.3928,1,2017,12,4,4,1,5,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,539.2690625,567.2388333333333,0
2017-06-29,2017-07-02,First Class,DR-12880,Corporate,Milford,Connecticut,East,FUR-BO-10002598,Bookcases,638.82,0.0,185.2578,1,2017,6,3,2,0,3,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,447.51181818181817,567.2388333333333,0
2017-06-29,2017-07-02,First Class,DR-12880,Corporate,Milford,Connecticut,East,FUR-FU-10003976,Furnishings,25.16,0.0,8.5544,1,2017,6,3,2,0,3,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,447.51181818181817,98.45908322663252,0
2014-01-20,2014-01-25,Standard Class,MV-17485,Consumer,Los Angeles,California,West,FUR-FU-10003194,Furnishings,19.3,0.0,5.79,1,2014,1,0,1,0,5,0.0,1.0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,333.32167002881846,98.45908322663252,0
2017-03-28,2017-03-31,First Class,DH-13075,Corporate,Fairfield,California,West,FUR-FU-10001095,Furnishings,26.48,0.0,10.0624,1,2017,3,1,1,0,3,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,333.32167002881846,98.45908322663252,0
2017-03-28,2017-03-31,First Class,DH-13075,Corporate,Fairfield,California,West,FUR-FU-10003829,Furnishings,21.56,0.0,6.8992,1,2017,3,1,1,0,3,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,333.32167002881846,98.45908322663252,0
2016-02-03,2016-02-10,Standard Class,LC-17050,Consumer,Richmond,Kentucky,South,FUR-CH-10000015,Chairs,866.4,0.0,225.264,1,2016,2,2,1,0,7,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,404.228,610.1385110497238,0
2015-08-11,2015-08-16,Standard Class,BW-11065,Consumer,Raleigh,North Carolina,South,FUR-FU-10004270,Furnishings,46.152,0.2,12.1149,1,2015,8,1,3,0,5,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,136.1914074074074,98.45908322663252,0
2017-08-12,2017-08-15,First Class,JM-16195,Consumer,Lake Forest,California,West,FUR-FU-10001473,Furnishings,54.92,0.0,19.7712,1,2017,8,5,3,0,3,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,333.32167002881846,98.45908322663252,0
2015-11-03,2015-11-05,First Class,FH-14365,Corporate,Long Beach,New York,East,FUR-CH-10004983,Chairs,1448.82,0.1,209.274,1,2015,11,1,4,0,2,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,353.64750793650796,610.1385110497238,0
2015-09-24,2015-09-28,Standard Class,SC-20440,Corporate,Los Angeles,California,West,FUR-FU-10000010,Furnishings,14.91,0.0,4.6221,1,2015,9,3,3,0,4,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,333.32167002881846,98.45908322663252,0
2014-11-11,2014-11-18,Standard Class,AP-10915,Consumer,Los Angeles,California,West,FUR-CH-10000988,Chairs,112.648,0.2,11.2648,1,2014,11,1,4,0,7,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,333.32167002881846,610.1385110497238,0
2017-04-10,2017-04-14,Second Class,MG-18205,Corporate,Jacksonville,Florida,South,FUR-FU-10003829,Furnishings,12.32,0.2,1.848,1,2017,4,0,2,0,4,0.0,1.0,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,157.69615384615386,98.45908322663252,0
2017-09-29,2017-10-02,First Class,PG-18820,Consumer,Bakersfield,California,West,FUR-FU-10004848,Furnishings,51.75,0.0,15.525,1,2017,9,4,3,0,3,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,333.32167002881846,98.45908322663252,0
2014-09-29,2014-10-03,Second Class,LD-17005,Consumer,New York City,New York,East,FUR-FU-10000521,Furnishings,117.36,0.0,36.3816,1,2014,9,0,3,0,4,0.0,1.0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,353.64750793650796,98.45908322663252,0
2015-03-22,2015-03-26,Standard Class,JD-16150,Corporate,San Diego,California,West,FUR-FU-10000747,Furnishings,91.96,0.0,15.6332,1,2015,3,6,1,0,4,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,333.32167002881846,98.45908322663252,0
2017-09-03,2017-09-06,Second Class,KB-16405,Home Office,New York City,New York,East,FUR-CH-10004626,Chairs,90.801,0.1,14.1246,1,2017,9,6,3,0,3,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,353.64750793650796,610.1385110497238,0
