Sales,Discount,Order_Year,Order_Month,Order_DayOfWeek,Order_Quarter,Is_EndOfYear,Delivery_Days,Ship Mode,Segment,City,Region,Sub-Category,State,Product ID,Customer ID,is_profitable
27.58,0.0,2017,11,0,4,0,5,Standard Class,Home Office,Henderson,South,Furnishings,Kentucky,FUR-FU-10000629,SC-20050,1
975.92,0.2,2014,9,0,3,0,6,Standard Class,Consumer,Pasco,West,Chairs,Washington,FUR-CH-10000454,MC-17275,1
12.54,0.0,2014,12,4,4,1,3,Second Class,Consumer,Oakland,West,Furnishings,California,FUR-FU-10004270,LH-17155,1
9.24,0.0,2014,12,4,4,1,3,Second Class,Consumer,Oakland,West,Furnishings,California,FUR-FU-10001706,LH-17155,1
77.6,0.0,2015,1,1,1,0,4,Standard Class,Consumer,Los Angeles,West,Furnishings,California,FUR-FU-10001861,PB-19150,1
464.85,0.0,2015,1,1,1,0,4,Standard Class,Consumer,Los Angeles,West,Furnishings,California,FUR-FU-10004845,PB-19150,1
2404.704,0.2,2017,11,0,4,0,5,Standard Class,Consumer,Seattle,West,Chairs,Washington,FUR-CH-10001215,TT-21070,1
975.92,0.0,2017,11,3,4,0,3,Second Class,Corporate,Henderson,South,Chairs,Kentucky,FUR-CH-10000454,TB-21175,1
182.67,0.0,2016,11,0,4,0,3,Second Class,Corporate,Marietta,South,Chairs,Georgia,FUR-CH-10004477,RF-19345,1
183.372,0.3,2014,10,2,4,0,2,First Class,Consumer,Parma,East,Chairs,Ohio,FUR-CH-10003761,AC-10660,0
674.058,0.3,2014,12,0,4,1,2,Second Class,Corporate,Houston,Central,Chairs,Texas,FUR-CH-10003746,MC-17605,0
254.058,0.3,2017,10,0,4,0,2,Second Class,Consumer,League City,Central,Chairs,Texas,FUR-CH-10001802,MB-17305,0
173.94,0.0,2016,1,5,1,0,5,Standard Class,Corporate,Gaithersburg,East,Bookcases,Maryland,FUR-BO-10004709,BM-11575,1
91.275,0.5,2017,10,3,4,0,4,Standard Class,Consumer,Chicago,Central,Tables,Illinois,FUR-TA-10003008,MO-17500,0
897.15,0.0,2017,12,4,4,1,5,Standard Class,Home Office,Fairfield,East,Chairs,Connecticut,FUR-CH-10000155,AD-10180,1
333.999,0.15,2014,1,0,1,0,5,Standard Class,Consumer,San Francisco,West,Bookcases,California,FUR-BO-10003034,BD-11605,1
1268.82,0.0,2015,2,4,1,0,7,Standard Class,Consumer,Wilmington,East,Chairs,Delaware,FUR-CH-10001708,IL-15100,1
283.92,0.0,2015,2,4,1,0,7,Standard Class,Consumer,Wilmington,East,Bookcases,Delaware,FUR-BO-10002598,IL-15100,1
18.84,0.0,2017,11,0,4,0,5,Standard Class,Consumer,Los Angeles,West,Furnishings,California,FUR-FU-10000732,BD-11320,1
37.4,0.0,2014,6,0,2,0,4,Second Class,Corporate,North Las Vegas,West,Furnishings,Nevada,FUR-FU-10002685,TS-21205,1
48.712,0.2,2014,3,4,1,0,1,First Class,Consumer,Seattle,West,Chairs,Washington,FUR-CH-10004477,AB-10015,1
110.98,0.0,2015,8,6,3,0,3,Second Class,Home Office,Providence,East,Chairs,Rhode Island,FUR-CH-10001973,BE-11455,1
207.984,0.2,2016,11,6,4,0,3,First Class,Corporate,Jacksonville,South,Chairs,Florida,FUR-CH-10000513,KL-16555,0
35.568,0.2,2016,11,6,4,0,3,First Class,Corporate,Jacksonville,South,Furnishings,Florida,FUR-FU-10004090,KL-16555,1
1325.76,0.2,2016,4,6,2,0,4,Standard Class,Home Office,Colorado Springs,West,Chairs,Colorado,FUR-CH-10004287,CL-12700,1
20.32,0.2,2015,12,4,4,1,7,Standard Class,Corporate,Memphis,South,Furnishings,Tennessee,FUR-FU-10000221,RB-19645,1
209.979,0.7,2017,5,3,2,0,2,First Class,Corporate,Phoenix,West,Bookcases,Arizona,FUR-BO-10004467,TS-21370,0
35.168,0.2,2014,11,0,4,0,5,Standard Class,Consumer,Toledo,East,Furnishings,Ohio,FUR-FU-10002960,TH-21100,1
10.11,0.0,2014,11,5,4,0,3,First Class,Consumer,Los Angeles,West,Furnishings,California,FUR-FU-10002505,SS-20410,1
39.92,0.0,2016,12,6,4,1,6,Standard Class,Consumer,San Diego,West,Furnishings,California,FUR-FU-10003731,JE-15475,1
302.67,0.0,2017,7,5,3,0,5,Standard Class,Consumer,Oklahoma City,Central,Chairs,Oklahoma,FUR-CH-10004626,RF-19735,1
212.94,0.0,2016,12,0,4,1,7,Standard Class,Corporate,Vineland,East,Chairs,New Jersey,FUR-CH-10003968,BB-11545,1
687.4,0.0,2015,8,6,3,0,4,Second Class,Home Office,Milwaukee,Central,Bookcases,Wisconsin,FUR-BO-10004690,HR-14770,1
653.55,0.0,2014,4,6,2,0,6,Standard Class,Corporate,Seattle,West,Tables,Washington,FUR-TA-10000688,SC-20260,1
199.836,0.3,2015,7,5,3,0,1,First Class,Corporate,Wilmington,East,Tables,Delaware,FUR-TA-10001520,TS-21370,0
467.46,0.0,2016,11,3,4,0,3,Second Class,Consumer,Los Angeles,West,Furnishings,California,FUR-FU-10000965,AI-10855,1
1352.3976,0.32,2015,1,5,1,0,5,Second Class,Consumer,Dallas,Central,Bookcases,Texas,FUR-BO-10003272,AH-10465,0
123.96,0.0,2015,5,4,2,0,4,Standard Class,Consumer,Minneapolis,Central,Furnishings,Minnesota,FUR-FU-10000723,DL-12925,1
1781.682,0.4,2017,11,3,4,0,7,Standard Class,Consumer,Burlington,South,Tables,North Carolina,FUR-TA-10001889,SC-20380,0
53.88,0.0,2014,8,4,3,0,4,Standard Class,Home Office,Trenton,Central,Furnishings,Michigan,FUR-FU-10002088,MA-17560,1
744.1,0.3,2014,4,6,2,0,2,Second Class,Consumer,Houston,Central,Tables,Texas,FUR-TA-10001705,SV-20365,0
401.59,0.3,2014,4,6,2,0,2,Second Class,Consumer,Houston,Central,Tables,Texas,FUR-TA-10004442,SV-20365,0
359.499,0.15,2017,11,5,4,0,4,Standard Class,Consumer,San Francisco,West,Bookcases,California,FUR-BO-10002213,BD-11500,0
214.95,0.5,2014,12,5,4,1,4,Standard Class,Consumer,Chicago,Central,Tables,Illinois,FUR-TA-10004086,BK-11260,0
10.776,0.6,2014,12,5,4,1,4,Standard Class,Consumer,Chicago,Central,Furnishings,Illinois,FUR-FU-10002088,BK-11260,0
186.304,0.2,2014,12,6,4,1,6,Standard Class,Consumer,Deltona,South,Chairs,Florida,FUR-CH-10002439,BM-11785,1
17.496,0.6,2015,11,4,4,0,0,Same Day,Consumer,Chicago,Central,Furnishings,Illinois,FUR-FU-10001025,HA-14905,0
464.292,0.4,2014,9,6,3,0,0,Same Day,Consumer,New York City,East,Tables,New York,FUR-TA-10001039,DM-13015,0
101.12,0.0,2017,12,4,4,1,7,Standard Class,Corporate,Anaheim,West,Furnishings,California,FUR-FU-10002501,BP-11185,1
30.36,0.0,2016,11,6,4,0,4,Standard Class,Corporate,Oklahoma City,Central,Furnishings,Oklahoma,FUR-FU-10003096,TS-21430,1
1317.492,0.1,2016,4,4,2,0,4,Standard Class,Consumer,New York City,East,Chairs,New York,FUR-CH-10000454,FP-14320,1
86.26,0.0,2017,2,3,1,0,5,Standard Class,Consumer,Los Angeles,West,Furnishings,California,FUR-FU-10003039,JL-15835,1
8.544,0.2,2017,12,6,4,1,7,Standard Class,Home Office,Chandler,West,Furnishings,Arizona,FUR-FU-10001731,JL-15175,1
842.376,0.2,2017,12,6,4,1,7,Standard Class,Home Office,Chandler,West,Chairs,Arizona,FUR-CH-10001394,JL-15175,1
212.94,0.0,2015,8,4,3,0,1,First Class,Consumer,Kirkwood,Central,Furnishings,Missouri,FUR-FU-10000305,KW-16570,1
569.058,0.3,2017,6,4,2,0,4,Second Class,Home Office,Chicago,Central,Chairs,Illinois,FUR-CH-10000229,GH-14410,0
14.224,0.6,2017,6,4,2,0,4,Second Class,Home Office,Chicago,Central,Furnishings,Illinois,FUR-FU-10003799,GH-14410,0
1367.84,0.0,2014,7,2,3,0,6,Standard Class,Corporate,Seattle,West,Bookcases,Washington,FUR-BO-10002916,TS-21430,1
301.96,0.0,2016,11,4,4,0,5,Second Class,Consumer,Taylor,Central,Chairs,Michigan,FUR-CH-10000863,AJ-10945,1
170.352,0.2,2015,7,0,3,0,5,Standard Class,Consumer,Pasadena,West,Chairs,California,FUR-CH-10003968,SJ-20215,0
563.94,0.0,2014,11,0,4,0,6,Standard Class,Consumer,Midland,Central,Chairs,Michigan,FUR-CH-10004997,SC-20020,1
3504.9,0.0,2016,5,4,2,0,2,Second Class,Corporate,Detroit,Central,Chairs,Michigan,FUR-CH-10002024,LA-16780,1
328.3992,0.32,2017,10,3,4,0,5,Standard Class,Consumer,Waco,Central,Bookcases,Texas,FUR-BO-10004360,CA-12265,0
37.68,0.0,2015,4,0,2,0,6,Standard Class,Corporate,Los Angeles,West,Furnishings,California,FUR-FU-10004973,BT-11395,1
1516.2,0.0,2015,9,6,3,0,5,Standard Class,Consumer,Columbus,Central,Chairs,Indiana,FUR-CH-10000015,ZC-21910,1
397.6,0.0,2014,11,4,4,0,3,Second Class,Corporate,Columbia,South,Furnishings,South Carolina,FUR-FU-10003773,CS-12250,1
104.23,0.0,2015,8,5,3,0,4,Standard Class,Consumer,Oakland,West,Furnishings,California,FUR-FU-10004018,RE-19450,1
498.26,0.0,2017,9,4,3,0,0,Same Day,Consumer,Detroit,Central,Chairs,Michigan,FUR-CH-10004875,CA-12775,1
212.94,0.0,2014,6,5,2,0,6,Standard Class,Home Office,Detroit,Central,Bookcases,Michigan,FUR-BO-10000711,SR-20425,1
353.568,0.2,2016,6,1,2,0,5,Standard Class,Consumer,New York City,East,Bookcases,New York,FUR-BO-10003272,AS-10090,0
697.16,0.2,2017,3,6,1,0,3,Second Class,Consumer,Fresno,West,Tables,California,FUR-TA-10001095,SA-20830,1
30.93,0.0,2017,3,6,1,0,3,Second Class,Consumer,Fresno,West,Furnishings,California,FUR-FU-10001185,SA-20830,1
605.34,0.0,2014,10,5,4,0,4,Standard Class,Corporate,Texarkana,South,Chairs,Arkansas,FUR-CH-10004626,LS-17200,1
210.008,0.2,2017,8,1,3,0,1,First Class,Consumer,San Francisco,West,Tables,California,FUR-TA-10001768,TM-21490,1
164.22,0.0,2014,9,5,3,0,4,Standard Class,Consumer,Columbia,East,Furnishings,Maryland,FUR-FU-10004952,DN-13690,1
362.94,0.0,2014,9,5,3,0,4,Standard Class,Consumer,Columbia,East,Bookcases,Maryland,FUR-BO-10001337,DN-13690,1
136.464,0.2,2016,8,1,3,0,2,Second Class,Corporate,Los Angeles,West,Tables,California,FUR-TA-10001691,BF-11020,1
99.372,0.3,2015,3,3,1,0,2,Second Class,Corporate,Bethlehem,East,Chairs,Pennsylvania,FUR-CH-10002647,AH-10195,0
33.568,0.2,2015,3,3,1,0,2,Second Class,Corporate,Bethlehem,East,Furnishings,Pennsylvania,FUR-FU-10003247,AH-10195,0
200.795,0.3,2014,9,6,3,0,3,First Class,Home Office,Houston,Central,Tables,Texas,FUR-TA-10004154,SZ-20035,0
32.36,0.0,2017,9,0,3,0,0,Same Day,Consumer,San Francisco,West,Furnishings,California,FUR-FU-10000260,CB-12025,1
27.92,0.0,2017,1,0,1,0,0,Same Day,Corporate,Los Angeles,West,Furnishings,California,FUR-FU-10001487,JO-15145,1
399.672,0.2,2017,1,0,1,0,0,Same Day,Corporate,Los Angeles,West,Tables,California,FUR-TA-10001520,JO-15145,0
715.2,0.0,2015,11,5,4,0,2,Second Class,Consumer,Burlington,East,Chairs,Vermont,FUR-CH-10000595,SV-20785,1
340.116,0.3,2014,9,5,3,0,4,Standard Class,Home Office,Odessa,Central,Chairs,Texas,FUR-CH-10004698,BC-11125,0
6.16,0.0,2015,9,5,3,0,5,Standard Class,Corporate,Rochester,Central,Furnishings,Minnesota,FUR-FU-10001706,SP-20860,1
89.991,0.7,2017,5,4,2,0,1,First Class,Consumer,Louisville,West,Bookcases,Colorado,FUR-BO-10004467,LH-17020,0
966.7,0.3,2014,9,0,3,0,7,Standard Class,Consumer,Houston,Central,Chairs,Texas,FUR-CH-10004287,KT-16465,0
51.588,0.4,2015,12,5,4,1,4,Standard Class,Consumer,Medina,East,Tables,Ohio,FUR-TA-10004086,MC-18100,0
14.89,0.0,2017,7,3,3,0,4,Standard Class,Consumer,Yonkers,East,Furnishings,New York,FUR-FU-10004018,TM-21490,1
2275.5,0.0,2016,5,0,2,0,4,Standard Class,Corporate,Springfield,South,Tables,Virginia,FUR-TA-10002645,AH-10690,1
37.296,0.3,2014,11,6,4,0,4,Standard Class,Consumer,Decatur,Central,Chairs,Illinois,FUR-CH-10002017,AB-10165,0
8.544,0.6,2014,9,6,3,0,2,First Class,Home Office,Garland,Central,Furnishings,Texas,FUR-FU-10001546,JS-15940,0
68.95,0.0,2016,2,6,1,0,5,Standard Class,Corporate,Oceanside,East,Furnishings,New York,FUR-FU-10000629,BV-11245,1
191.058,0.3,2017,11,6,4,0,2,First Class,Consumer,Houston,Central,Chairs,Texas,FUR-CH-10003774,NC-18415,0
64.96,0.0,2017,4,6,2,0,5,Standard Class,Corporate,San Francisco,West,Furnishings,California,FUR-FU-10000222,DJ-13510,1
187.056,0.2,2016,5,0,2,0,6,Standard Class,Consumer,Greensboro,South,Chairs,North Carolina,FUR-CH-10002304,DL-12865,1
11.808,0.2,2017,10,0,4,0,3,First Class,Home Office,Knoxville,South,Furnishings,Tennessee,FUR-FU-10002364,Dp-13240,1
9.656,0.2,2017,10,0,4,0,3,First Class,Home Office,Knoxville,South,Furnishings,Tennessee,FUR-FU-10004864,Dp-13240,1
2314.116,0.4,2017,10,0,4,0,3,First Class,Home Office,Knoxville,South,Tables,Tennessee,FUR-TA-10000198,Dp-13240,0
19.76,0.2,2017,10,0,4,0,3,First Class,Home Office,Knoxville,South,Furnishings,Tennessee,FUR-FU-10003691,Dp-13240,1
25.08,0.0,2015,12,4,4,1,5,Standard Class,Consumer,Lakewood,West,Furnishings,California,FUR-FU-10004270,TZ-21580,1
63.94,0.0,2016,9,6,3,0,4,Standard Class,Consumer,New York City,East,Furnishings,New York,FUR-FU-10004748,CV-12295,1
10.68,0.0,2014,8,1,3,0,6,Standard Class,Consumer,Newark,East,Furnishings,Delaware,FUR-FU-10001731,KB-16315,1
279.456,0.2,2014,5,1,2,0,6,Standard Class,Corporate,Los Angeles,West,Chairs,California,FUR-CH-10002439,AH-10030,1
198.272,0.2,2017,4,4,2,0,4,Standard Class,Corporate,Fayetteville,South,Bookcases,North Carolina,FUR-BO-10003433,DW-13585,0
70.56,0.0,2016,12,3,4,1,4,Standard Class,Consumer,Wichita,Central,Furnishings,Kansas,FUR-FU-10000672,CD-11920,1
273.96,0.0,2017,4,5,2,0,4,Standard Class,Corporate,Oak Park,Central,Furnishings,Michigan,FUR-FU-10004665,NH-18610,1
306.9,0.0,2017,4,5,2,0,4,Standard Class,Corporate,Oak Park,Central,Furnishings,Michigan,FUR-FU-10004188,NH-18610,1
347.361,0.3,2015,10,5,4,0,6,Standard Class,Corporate,Houston,Central,Tables,Texas,FUR-TA-10002607,AG-10495,0
1025.88,0.0,2014,11,2,4,0,6,Standard Class,Corporate,Wilmington,East,Bookcases,Delaware,FUR-BO-10000362,GR-14560,1
63.2,0.0,2016,9,5,3,0,0,Same Day,Corporate,San Francisco,West,Furnishings,California,FUR-FU-10002501,EB-13750,1
556.665,0.15,2016,4,5,2,0,5,Standard Class,Consumer,Los Angeles,West,Bookcases,California,FUR-BO-10001798,HF-14995,1
111.9,0.0,2016,12,5,4,1,3,First Class,Consumer,Los Angeles,West,Furnishings,California,FUR-FU-10001085,NM-18520,1
599.165,0.15,2016,6,1,2,0,0,Same Day,Home Office,Los Angeles,West,Bookcases,California,FUR-BO-10004218,MH-17290,1
31.984,0.2,2014,9,4,3,0,2,First Class,Consumer,Saint Petersburg,South,Furnishings,Florida,FUR-FU-10001967,PR-18880,1
19.52,0.2,2014,7,5,3,0,3,First Class,Corporate,Palm Coast,South,Furnishings,Florida,FUR-FU-10001591,DM-13525,1
213.216,0.2,2014,7,5,3,0,3,First Class,Corporate,Palm Coast,South,Furnishings,Florida,FUR-FU-10003192,DM-13525,1
40.56,0.0,2014,9,4,3,0,7,Standard Class,Home Office,Olathe,Central,Furnishings,Kansas,FUR-FU-10003464,TA-21385,1
68.46,0.0,2017,12,4,4,1,4,Standard Class,Consumer,Edmonds,West,Furnishings,Washington,FUR-FU-10004093,BS-11755,1
1478.272,0.2,2017,9,0,3,0,2,Second Class,Consumer,San Francisco,West,Tables,California,FUR-TA-10001771,PK-19075,1
9.24,0.0,2017,9,3,3,0,6,Standard Class,Consumer,Los Angeles,West,Furnishings,California,FUR-FU-10001706,BD-11725,1
181.47,0.7,2014,1,6,1,0,1,First Class,Consumer,Scottsdale,West,Bookcases,Arizona,FUR-BO-10001972,TS-21340,0
122.352,0.2,2016,6,3,2,0,5,Standard Class,Consumer,San Francisco,West,Chairs,California,FUR-CH-10002774,DB-13210,1
585.552,0.2,2014,9,4,3,0,1,First Class,Home Office,San Diego,West,Chairs,California,FUR-CH-10000454,KF-16285,1
13.36,0.2,2017,12,1,4,1,4,Standard Class,Consumer,Parker,West,Furnishings,Colorado,FUR-FU-10000320,TS-21505,1
102.018,0.7,2017,12,1,4,1,4,Standard Class,Consumer,Parker,West,Bookcases,Colorado,FUR-BO-10000468,TS-21505,0
419.136,0.2,2017,1,0,1,0,5,Standard Class,Consumer,Miami,South,Chairs,Florida,FUR-CH-10002044,EB-13870,0
218.352,0.2,2017,4,5,2,0,3,Second Class,Corporate,Jacksonville,South,Chairs,Florida,FUR-CH-10003774,BF-11020,0
411.332,0.15,2014,11,4,4,0,0,Same Day,Home Office,San Francisco,West,Bookcases,California,FUR-BO-10000330,DH-13675,0
664.146,0.1,2017,7,5,3,0,3,Second Class,Consumer,New York City,East,Chairs,New York,FUR-CH-10002084,MM-18055,1
3.312,0.2,2017,11,3,4,0,4,Standard Class,Corporate,Philadelphia,East,Furnishings,Pennsylvania,FUR-FU-10001847,TH-21115,1
145.9,0.0,2015,10,3,4,0,4,Standard Class,Consumer,San Francisco,West,Furnishings,California,FUR-FU-10001588,MB-17305,1
239.96,0.3,2017,12,0,4,1,5,Standard Class,Corporate,Philadelphia,East,Chairs,Pennsylvania,FUR-CH-10004540,MS-17980,0
54.768,0.2,2017,12,0,4,1,5,Standard Class,Corporate,Philadelphia,East,Furnishings,Pennsylvania,FUR-FU-10004093,MS-17980,1
181.986,0.3,2017,5,0,2,0,4,Standard Class,Consumer,Chicago,Central,Chairs,Illinois,FUR-CH-10000513,LE-16810,0
455.97,0.5,2016,12,0,4,1,6,Standard Class,Corporate,Tucson,West,Tables,Arizona,FUR-TA-10001086,ES-14080,0
25.16,0.0,2017,9,3,3,0,1,First Class,Consumer,Draper,West,Furnishings,Utah,FUR-FU-10002396,JM-16195,1
67.9932,0.32,2014,11,2,4,0,4,Standard Class,Corporate,Houston,Central,Bookcases,Texas,FUR-BO-10004467,DB-12970,0
10.16,0.0,2017,10,0,4,0,4,Second Class,Corporate,Montgomery,South,Furnishings,Alabama,FUR-FU-10002963,JW-15220,1
6.16,0.0,2015,12,0,4,1,4,Standard Class,Corporate,Jackson,South,Furnishings,Mississippi,FUR-FU-10003829,KD-16495,1
89.768,0.3,2017,3,0,1,0,0,Same Day,Home Office,Chicago,Central,Chairs,Illinois,FUR-CH-10003606,SU-20665,0
383.64,0.0,2016,12,0,4,1,4,Standard Class,Consumer,Pasadena,West,Furnishings,California,FUR-FU-10004864,RF-19840,1
243.92,0.2,2017,9,5,3,0,5,Second Class,Consumer,Los Angeles,West,Chairs,California,FUR-CH-10003833,LC-17050,0
19.98,0.0,2017,10,2,4,0,4,Standard Class,Home Office,Clinton,East,Furnishings,Maryland,FUR-FU-10000076,PS-18970,1
6.16,0.0,2014,12,0,4,1,4,Second Class,Consumer,San Diego,West,Furnishings,California,FUR-FU-10003829,JO-15280,1
245.98,0.0,2014,10,0,4,0,5,Second Class,Corporate,Lakewood,East,Chairs,New Jersey,FUR-CH-10002880,ML-17395,1
17.088,0.2,2016,9,1,3,0,5,Standard Class,Corporate,Greensboro,South,Furnishings,North Carolina,FUR-FU-10001546,FM-14215,1
98.392,0.2,2016,9,1,3,0,5,Standard Class,Corporate,Greensboro,South,Chairs,North Carolina,FUR-CH-10002880,FM-14215,0
19.52,0.2,2017,6,4,2,0,4,Standard Class,Corporate,Memphis,South,Furnishings,Tennessee,FUR-FU-10001591,DV-13045,1
201.96,0.0,2016,9,6,3,0,5,Standard Class,Corporate,La Crosse,Central,Chairs,Wisconsin,FUR-CH-10004218,SC-20695,1
68.64,0.0,2016,9,6,3,0,5,Standard Class,Corporate,La Crosse,Central,Furnishings,Wisconsin,FUR-FU-10000755,SC-20695,1
6.16,0.0,2014,9,0,3,0,2,Second Class,Home Office,Seattle,West,Furnishings,Washington,FUR-FU-10001706,PP-18955,1
2348.82,0.0,2014,9,0,3,0,2,Second Class,Home Office,Seattle,West,Tables,Washington,FUR-TA-10002958,PP-18955,1
273.552,0.2,2017,6,0,2,0,5,Standard Class,Corporate,Miami,South,Chairs,Florida,FUR-CH-10001545,DR-12880,0
815.292,0.4,2016,8,6,3,0,2,Second Class,Home Office,Philadelphia,East,Tables,Pennsylvania,FUR-TA-10002530,RB-19465,0
1256.22,0.0,2014,2,1,1,0,4,Standard Class,Consumer,Chesapeake,South,Tables,Virginia,FUR-TA-10003715,NF-18385,1
60.84,0.0,2017,3,6,1,0,7,Standard Class,Corporate,Dearborn,Central,Furnishings,Michigan,FUR-FU-10004245,ML-18040,1
1325.76,0.2,2014,12,6,4,1,6,Standard Class,Consumer,San Diego,West,Chairs,California,FUR-CH-10004287,GM-14440,1
572.16,0.2,2014,12,6,4,1,6,Standard Class,Consumer,San Diego,West,Chairs,California,FUR-CH-10000595,GM-14440,1
7.04,0.0,2016,4,4,2,0,4,Second Class,Home Office,Columbus,South,Furnishings,Georgia,FUR-FU-10003274,DB-12910,1
74.45,0.0,2017,4,4,2,0,5,Standard Class,Corporate,Morristown,East,Furnishings,New Jersey,FUR-FU-10004018,HM-14860,1
192.22,0.0,2015,1,6,1,0,5,Standard Class,Corporate,Alexandria,South,Furnishings,Virginia,FUR-FU-10001473,AG-10495,1
1194.165,0.15,2017,7,0,3,0,2,Second Class,Corporate,Apple Valley,West,Bookcases,California,FUR-BO-10002613,AJ-10795,1
377.45,0.5,2016,12,6,4,1,3,First Class,Home Office,Salem,West,Tables,Oregon,FUR-TA-10002530,AH-10120,0
21.44,0.2,2016,9,5,3,0,7,Standard Class,Home Office,Aurora,West,Furnishings,Colorado,FUR-FU-10002671,CL-12700,1
355.36,0.0,2015,6,1,2,0,2,Second Class,Consumer,Pocatello,West,Furnishings,Idaho,FUR-FU-10003192,TG-21640,1
38.976,0.6,2014,12,0,4,1,7,Standard Class,Consumer,Chicago,Central,Furnishings,Illinois,FUR-FU-10000193,ZC-21910,0
129.888,0.2,2014,7,0,3,0,0,Same Day,Consumer,Apopka,South,Furnishings,Florida,FUR-FU-10003623,CK-12205,1
275.058,0.3,2015,12,5,4,1,5,Standard Class,Home Office,Houston,Central,Chairs,Texas,FUR-CH-10002044,RB-19705,0
542.94,0.0,2015,12,3,4,1,6,Standard Class,Corporate,Baltimore,East,Chairs,Maryland,FUR-CH-10000785,KM-16225,1
71.088,0.2,2016,5,3,2,0,2,Second Class,Consumer,San Francisco,West,Tables,California,FUR-TA-10001676,AH-10465,0
136.53,0.4,2014,12,6,4,1,7,Standard Class,Consumer,Marion,East,Tables,Ohio,FUR-TA-10002645,SS-20875,0
79.44,0.0,2015,5,4,2,0,7,Standard Class,Consumer,New York City,East,Furnishings,New York,FUR-FU-10001095,NW-18400,1
127.764,0.1,2015,5,4,2,0,7,Standard Class,Consumer,New York City,East,Chairs,New York,FUR-CH-10002647,NW-18400,1
459.92,0.0,2017,12,4,4,1,5,Standard Class,Consumer,Madison,Central,Bookcases,Wisconsin,FUR-BO-10003159,JP-15520,1
638.82,0.0,2017,6,3,2,0,3,First Class,Corporate,Milford,East,Bookcases,Connecticut,FUR-BO-10002598,DR-12880,1
25.16,0.0,2017,6,3,2,0,3,First Class,Corporate,Milford,East,Furnishings,Connecticut,FUR-FU-10003976,DR-12880,1
19.3,0.0,2014,1,0,1,0,5,Standard Class,Consumer,Los Angeles,West,Furnishings,California,FUR-FU-10003194,MV-17485,1
26.48,0.0,2017,3,1,1,0,3,First Class,Corporate,Fairfield,West,Furnishings,California,FUR-FU-10001095,DH-13075,1
21.56,0.0,2017,3,1,1,0,3,First Class,Corporate,Fairfield,West,Furnishings,California,FUR-FU-10003829,DH-13075,1
355.455,0.5,2014,5,4,2,0,6,Standard Class,Consumer,Buffalo Grove,Central,Tables,Illinois,FUR-TA-10001539,SS-20410,0
866.4,0.0,2016,2,2,1,0,7,Standard Class,Consumer,Richmond,South,Chairs,Kentucky,FUR-CH-10000015,LC-17050,1
46.152,0.2,2015,8,1,3,0,5,Standard Class,Consumer,Raleigh,South,Furnishings,North Carolina,FUR-FU-10004270,BW-11065,1
54.92,0.0,2017,8,5,3,0,3,First Class,Consumer,Lake Forest,West,Furnishings,California,FUR-FU-10001473,JM-16195,1
1448.82,0.1,2015,11,1,4,0,2,First Class,Corporate,Long Beach,East,Chairs,New York,FUR-CH-10004983,FH-14365,1
14.91,0.0,2015,9,3,3,0,4,Standard Class,Corporate,Los Angeles,West,Furnishings,California,FUR-FU-10000010,SC-20440,1
638.288,0.2,2016,4,1,2,0,4,Standard Class,Consumer,Los Angeles,West,Chairs,California,FUR-CH-10001545,BP-11290,0
112.648,0.2,2014,11,1,4,0,7,Standard Class,Consumer,Los Angeles,West,Chairs,California,FUR-CH-10000988,AP-10915,1
217.764,0.7,2017,10,0,4,0,6,Standard Class,Consumer,Springfield,West,Bookcases,Oregon,FUR-BO-10001972,JK-16090,0
12.32,0.2,2017,4,0,2,0,4,Second Class,Corporate,Jacksonville,South,Furnishings,Florida,FUR-FU-10003829,MG-18205,1
72.784,0.2,2017,9,4,3,0,3,First Class,Consumer,Bakersfield,West,Chairs,California,FUR-CH-10002961,PG-18820,0
51.75,0.0,2017,9,4,3,0,3,First Class,Consumer,Bakersfield,West,Furnishings,California,FUR-FU-10004848,PG-18820,1
117.36,0.0,2014,9,0,3,0,4,Second Class,Consumer,New York City,East,Furnishings,New York,FUR-FU-10000521,LD-17005,1
421.372,0.3,2014,8,2,3,0,5,Second Class,Consumer,Chicago,Central,Chairs,Illinois,FUR-CH-10004495,CR-12730,0
205.9992,0.32,2017,11,0,4,0,6,Standard Class,Corporate,Dallas,Central,Bookcases,Texas,FUR-BO-10003441,KE-16420,0
132.224,0.2,2016,2,5,1,0,5,Standard Class,Corporate,Chattanooga,South,Furnishings,Tennessee,FUR-FU-10000723,KB-16240,0
91.96,0.0,2015,3,6,1,0,4,Standard Class,Corporate,San Diego,West,Furnishings,California,FUR-FU-10000747,JD-16150,1
285.48,0.2,2017,5,4,2,0,6,Standard Class,Corporate,San Francisco,West,Tables,California,FUR-TA-10001520,CS-12175,0
90.801,0.1,2017,9,6,3,0,3,Second Class,Home Office,New York City,East,Chairs,New York,FUR-CH-10004626,KB-16405,1
181.764,0.1,2017,9,6,3,0,3,Second Class,Home Office,New York City,East,Chairs,New York,FUR-CH-10004860,KB-16405,0
581.96,0.0,2016,12,5,4,1,4,Standard Class,Consumer,Richmond,Central,Tables,Indiana,FUR-TA-10004575,MM-17920,1
29.98,0.0,2016,12,5,4,1,4,Standard Class,Consumer,Richmond,Central,Chairs,Indiana,FUR-CH-10004754,MM-17920,1
363.92,0.2,2016,7,3,3,0,5,Standard Class,Consumer,Concord,South,Chairs,North Carolina,FUR-CH-10002961,BP-11290,0
